Player,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG
W. Warbrick
MEL @ BRI | WFB
$410K  |  $10k ( -$6k ), -$6k ,30,31.2,,8,,,,,4,,13,4,-6,,,-2,,,7,,,,,,2,,, -$6k ,30,31.2,,8,,,,,4,,13,4,-6,,,-2,,,7,,,,,,2,,, -$6k ,30,31.2,,8,,,,,4,,13,4,-6,,,-2,,,7,,,,,,2,,, -$6k ,30,31.2,,8,,,,,4,,13,4,-6,,,-2,,,7,,,,,,2,,, -$6k ,30,31.2,,8,,,,,4,,13,4,-6,,,-2,,,7,,,,,,2,,, -$6k ,30,31.2,,8,,,,,4,,13,4,-6,,,-2,,,7,,,,,,2,,, -$6k ,30,31.2,,8,,,,,4,,13,4,-6,,,-2,,,7,,,,,,2,,, -$6k ,30,31.2,,8,,,,,4,,13,4,-6,,,-2,,,7,,,,,,2,,, -$6k ,30,31.2,,8,,,,,4,,13,4,-6,,,-2,,,7,,,,,,2,,, -$6k ,30,31.2,,8,,,,,4,,13,4,-6,,,-2,,,7,,,,,,2,,, -$6k ,30,31.2,,8,,,,,4,,13,4,-6,,,-2,,,7,,,,,,2,,, -$6k ,30,31.2,,8,,,,,4,,13,4,-6,,,-2,,,7,,,,,,2,,, -$6k ,30,31.2,,8,,,,,4,,13,4,-6,,,-2,,,7,,,,,,2,,, -$6k ,30,31.2,,8,,,,,4,,13,4,-6,,,-2,,,7,,,,,,2,,, -$6k ,30,31.2,,8,,,,,4,,13,4,-6,,,-2,,,7,,,,,,2,,, -$6k ,30,31.2,,8,,,,,4,,13,4,-6,,,-2,,,7,,,,,,2,,, -$6k ,30,31.2,,8,,,,,4,,13,4,-6,,,-2,,,7,,,,,,2,,, -$6k ,30,31.2,,8,,,,,4,,13,4,-6,,,-2,,,7,,,,,,2,,, -$6k ,30,31.2,,8,,,,,4,,13,4,-6,,,-2,,,7,,,,,,2,,, -$6k ,30,31.2,,8,,,,,4,,13,4,-6,,,-2,,,7,,,,,,2,,, -$6k ,30,31.2,,8,,,,,4,,13,4,-6,,,-2,,,7,,,,,,2,,, -$6k ,30,31.2,,8,,,,,4,,13,4,-6,,,-2,,,7,,,,,,2,,, -$6k ,30,31.2,,8,,,,,4,,13,4,-6,,,-2,,,7,,,,,,2,,, -$6k ,30,31.2,,8,,,,,4,,13,4,-6,,,-2,,,7,,,,,,2,,, -$6k ,30,31.2,,8,,,,,4,,13,4,-6,,,-2,,,7,,,,,,2,,, -$6k ,30,31.2,,8,,,,,4,,13,4,-6,,,-2,,,7,,,,,,2,,, -$6k ,30,31.2,,8,,,,,4,,13,4,-6,,,-2,,,7,,,,,,2,,, -$6k ,30,31.2,,8,,,,,4,,13,4,-6,,,-2,,,7,,,,,,2,,, -$6k ,30,31.2,,8,,,,,4,,13,4,-6,,,-2,,,7,,,,,,2,,, -$6k ,30,31.2,,8,,,,,4,,13,4,-6,,,-2,,,7,,,,,,2,,, -$6k ,30,31.2,,8,,,,,4,,13,4,-6,,,-2,,,7,,,,,,2,,, -$6k ,30,31.2,,8,,,,,4,,13,4,-6,,,-2,,,7,,,,,,2,,, -$6k ,30,31.2,,8,,,,,4,,13,4,-6,,,-2,,,7,,,,,,2,,, -$6k ,30,31.2,,8,,,,,4,,13,4,-6,,,-2,,,7,,,,,,2,,, -$6k ,30,31.2,,8,,,,,4,,13,4,-6,,,-2,,,7,,,,,,2,,
J. King
MEL @ BRI | MID
$518K  |  -$153k ( -$1k ), -$1k ,29,38.2,,,,,,,,,22,,,,,-2,,,9,,,,,,,,, -$1k ,29,38.2,,,,,,,,,22,,,,,-2,,,9,,,,,,,,, -$1k ,29,38.2,,,,,,,,,22,,,,,-2,,,9,,,,,,,,, -$1k ,29,38.2,,,,,,,,,22,,,,,-2,,,9,,,,,,,,, -$1k ,29,38.2,,,,,,,,,22,,,,,-2,,,9,,,,,,,,, -$1k ,29,38.2,,,,,,,,,22,,,,,-2,,,9,,,,,,,,, -$1k ,29,38.2,,,,,,,,,22,,,,,-2,,,9,,,,,,,,, -$1k ,29,38.2,,,,,,,,,22,,,,,-2,,,9,,,,,,,,, -$1k ,29,38.2,,,,,,,,,22,,,,,-2,,,9,,,,,,,,, -$1k ,29,38.2,,,,,,,,,22,,,,,-2,,,9,,,,,,,,, -$1k ,29,38.2,,,,,,,,,22,,,,,-2,,,9,,,,,,,,, -$1k ,29,38.2,,,,,,,,,22,,,,,-2,,,9,,,,,,,,, -$1k ,29,38.2,,,,,,,,,22,,,,,-2,,,9,,,,,,,,, -$1k ,29,38.2,,,,,,,,,22,,,,,-2,,,9,,,,,,,,, -$1k ,29,38.2,,,,,,,,,22,,,,,-2,,,9,,,,,,,,, -$1k ,29,38.2,,,,,,,,,22,,,,,-2,,,9,,,,,,,,, -$1k ,29,38.2,,,,,,,,,22,,,,,-2,,,9,,,,,,,,, -$1k ,29,38.2,,,,,,,,,22,,,,,-2,,,9,,,,,,,,, -$1k ,29,38.2,,,,,,,,,22,,,,,-2,,,9,,,,,,,,, -$1k ,29,38.2,,,,,,,,,22,,,,,-2,,,9,,,,,,,,, -$1k ,29,38.2,,,,,,,,,22,,,,,-2,,,9,,,,,,,,, -$1k ,29,38.2,,,,,,,,,22,,,,,-2,,,9,,,,,,,,, -$1k ,29,38.2,,,,,,,,,22,,,,,-2,,,9,,,,,,,,, -$1k ,29,38.2,,,,,,,,,22,,,,,-2,,,9,,,,,,,,, -$1k ,29,38.2,,,,,,,,,22,,,,,-2,,,9,,,,,,,,, -$1k ,29,38.2,,,,,,,,,22,,,,,-2,,,9,,,,,,,,, -$1k ,29,38.2,,,,,,,,,22,,,,,-2,,,9,,,,,,,,, -$1k ,29,38.2,,,,,,,,,22,,,,,-2,,,9,,,,,,,,, -$1k ,29,38.2,,,,,,,,,22,,,,,-2,,,9,,,,,,,,, -$1k ,29,38.2,,,,,,,,,22,,,,,-2,,,9,,,,,,,,, -$1k ,29,38.2,,,,,,,,,22,,,,,-2,,,9,,,,,,,,, -$1k ,29,38.2,,,,,,,,,22,,,,,-2,,,9,,,,,,,,, -$1k ,29,38.2,,,,,,,,,22,,,,,-2,,,9,,,,,,,,, -$1k ,29,38.2,,,,,,,,,22,,,,,-2,,,9,,,,,,,,, -$1k ,29,38.2,,,,,,,,,22,,,,,-2,,,9,,,,,,,,
T. Sailor
BRI v MEL | WFB
$342K  |  -$208k ( $8k ), $8k ,29,23.3,,,,,,,,,11,4,-10,,4,,4,,11,2,4,,,,,-1,, $8k ,29,23.3,,,,,,,,,11,4,-10,,4,,4,,11,2,4,,,,,-1,, $8k ,29,23.3,,,,,,,,,11,4,-10,,4,,4,,11,2,4,,,,,-1,, $8k ,29,23.3,,,,,,,,,11,4,-10,,4,,4,,11,2,4,,,,,-1,, $8k ,29,23.3,,,,,,,,,11,4,-10,,4,,4,,11,2,4,,,,,-1,, $8k ,29,23.3,,,,,,,,,11,4,-10,,4,,4,,11,2,4,,,,,-1,, $8k ,29,23.3,,,,,,,,,11,4,-10,,4,,4,,11,2,4,,,,,-1,, $8k ,29,23.3,,,,,,,,,11,4,-10,,4,,4,,11,2,4,,,,,-1,, $8k ,29,23.3,,,,,,,,,11,4,-10,,4,,4,,11,2,4,,,,,-1,, $8k ,29,23.3,,,,,,,,,11,4,-10,,4,,4,,11,2,4,,,,,-1,, $8k ,29,23.3,,,,,,,,,11,4,-10,,4,,4,,11,2,4,,,,,-1,, $8k ,29,23.3,,,,,,,,,11,4,-10,,4,,4,,11,2,4,,,,,-1,, $8k ,29,23.3,,,,,,,,,11,4,-10,,4,,4,,11,2,4,,,,,-1,, $8k ,29,23.3,,,,,,,,,11,4,-10,,4,,4,,11,2,4,,,,,-1,, $8k ,29,23.3,,,,,,,,,11,4,-10,,4,,4,,11,2,4,,,,,-1,, $8k ,29,23.3,,,,,,,,,11,4,-10,,4,,4,,11,2,4,,,,,-1,, $8k ,29,23.3,,,,,,,,,11,4,-10,,4,,4,,11,2,4,,,,,-1,, $8k ,29,23.3,,,,,,,,,11,4,-10,,4,,4,,11,2,4,,,,,-1,, $8k ,29,23.3,,,,,,,,,11,4,-10,,4,,4,,11,2,4,,,,,-1,, $8k ,29,23.3,,,,,,,,,11,4,-10,,4,,4,,11,2,4,,,,,-1,, $8k ,29,23.3,,,,,,,,,11,4,-10,,4,,4,,11,2,4,,,,,-1,, $8k ,29,23.3,,,,,,,,,11,4,-10,,4,,4,,11,2,4,,,,,-1,, $8k ,29,23.3,,,,,,,,,11,4,-10,,4,,4,,11,2,4,,,,,-1,, $8k ,29,23.3,,,,,,,,,11,4,-10,,4,,4,,11,2,4,,,,,-1,, $8k ,29,23.3,,,,,,,,,11,4,-10,,4,,4,,11,2,4,,,,,-1,, $8k ,29,23.3,,,,,,,,,11,4,-10,,4,,4,,11,2,4,,,,,-1,, $8k ,29,23.3,,,,,,,,,11,4,-10,,4,,4,,11,2,4,,,,,-1,, $8k ,29,23.3,,,,,,,,,11,4,-10,,4,,4,,11,2,4,,,,,-1,, $8k ,29,23.3,,,,,,,,,11,4,-10,,4,,4,,11,2,4,,,,,-1,, $8k ,29,23.3,,,,,,,,,11,4,-10,,4,,4,,11,2,4,,,,,-1,, $8k ,29,23.3,,,,,,,,,11,4,-10,,4,,4,,11,2,4,,,,,-1,, $8k ,29,23.3,,,,,,,,,11,4,-10,,4,,4,,11,2,4,,,,,-1,, $8k ,29,23.3,,,,,,,,,11,4,-10,,4,,4,,11,2,4,,,,,-1,, $8k ,29,23.3,,,,,,,,,11,4,-10,,4,,4,,11,2,4,,,,,-1,, $8k ,29,23.3,,,,,,,,,11,4,-10,,4,,4,,11,2,4,,,,,-1,
M. Taupau
BRI v MEL | MID
$395K  |  -$7k ( -$13k ), -$13k ,29,30,,,,,,,,,9,6,-4,,8,-2,,,14,,,-2,,,,,, -$13k ,29,30,,,,,,,,,9,6,-4,,8,-2,,,14,,,-2,,,,,, -$13k ,29,30,,,,,,,,,9,6,-4,,8,-2,,,14,,,-2,,,,,, -$13k ,29,30,,,,,,,,,9,6,-4,,8,-2,,,14,,,-2,,,,,, -$13k ,29,30,,,,,,,,,9,6,-4,,8,-2,,,14,,,-2,,,,,, -$13k ,29,30,,,,,,,,,9,6,-4,,8,-2,,,14,,,-2,,,,,, -$13k ,29,30,,,,,,,,,9,6,-4,,8,-2,,,14,,,-2,,,,,, -$13k ,29,30,,,,,,,,,9,6,-4,,8,-2,,,14,,,-2,,,,,, -$13k ,29,30,,,,,,,,,9,6,-4,,8,-2,,,14,,,-2,,,,,, -$13k ,29,30,,,,,,,,,9,6,-4,,8,-2,,,14,,,-2,,,,,, -$13k ,29,30,,,,,,,,,9,6,-4,,8,-2,,,14,,,-2,,,,,, -$13k ,29,30,,,,,,,,,9,6,-4,,8,-2,,,14,,,-2,,,,,, -$13k ,29,30,,,,,,,,,9,6,-4,,8,-2,,,14,,,-2,,,,,, -$13k ,29,30,,,,,,,,,9,6,-4,,8,-2,,,14,,,-2,,,,,, -$13k ,29,30,,,,,,,,,9,6,-4,,8,-2,,,14,,,-2,,,,,, -$13k ,29,30,,,,,,,,,9,6,-4,,8,-2,,,14,,,-2,,,,,, -$13k ,29,30,,,,,,,,,9,6,-4,,8,-2,,,14,,,-2,,,,,, -$13k ,29,30,,,,,,,,,9,6,-4,,8,-2,,,14,,,-2,,,,,, -$13k ,29,30,,,,,,,,,9,6,-4,,8,-2,,,14,,,-2,,,,,, -$13k ,29,30,,,,,,,,,9,6,-4,,8,-2,,,14,,,-2,,,,,, -$13k ,29,30,,,,,,,,,9,6,-4,,8,-2,,,14,,,-2,,,,,, -$13k ,29,30,,,,,,,,,9,6,-4,,8,-2,,,14,,,-2,,,,,, -$13k ,29,30,,,,,,,,,9,6,-4,,8,-2,,,14,,,-2,,,,,, -$13k ,29,30,,,,,,,,,9,6,-4,,8,-2,,,14,,,-2,,,,,, -$13k ,29,30,,,,,,,,,9,6,-4,,8,-2,,,14,,,-2,,,,,, -$13k ,29,30,,,,,,,,,9,6,-4,,8,-2,,,14,,,-2,,,,,, -$13k ,29,30,,,,,,,,,9,6,-4,,8,-2,,,14,,,-2,,,,,, -$13k ,29,30,,,,,,,,,9,6,-4,,8,-2,,,14,,,-2,,,,,, -$13k ,29,30,,,,,,,,,9,6,-4,,8,-2,,,14,,,-2,,,,,, -$13k ,29,30,,,,,,,,,9,6,-4,,8,-2,,,14,,,-2,,,,,, -$13k ,29,30,,,,,,,,,9,6,-4,,8,-2,,,14,,,-2,,,,,, -$13k ,29,30,,,,,,,,,9,6,-4,,8,-2,,,14,,,-2,,,,,, -$13k ,29,30,,,,,,,,,9,6,-4,,8,-2,,,14,,,-2,,,,,, -$13k ,29,30,,,,,,,,,9,6,-4,,8,-2,,,14,,,-2,,,,,, -$13k ,29,30,,,,,,,,,9,6,-4,,8,-2,,,14,,,-2,,,,,
T. Kamikamica
MEL @ BRI | MID
$344K  |  -$151k ( -$5k ), -$5k ,28,27.9,,,,,,,,,18,,,,,,,,12,,,,,,,-2,, -$5k ,28,27.9,,,,,,,,,18,,,,,,,,12,,,,,,,-2,, -$5k ,28,27.9,,,,,,,,,18,,,,,,,,12,,,,,,,-2,, -$5k ,28,27.9,,,,,,,,,18,,,,,,,,12,,,,,,,-2,, -$5k ,28,27.9,,,,,,,,,18,,,,,,,,12,,,,,,,-2,, -$5k ,28,27.9,,,,,,,,,18,,,,,,,,12,,,,,,,-2,, -$5k ,28,27.9,,,,,,,,,18,,,,,,,,12,,,,,,,-2,, -$5k ,28,27.9,,,,,,,,,18,,,,,,,,12,,,,,,,-2,, -$5k ,28,27.9,,,,,,,,,18,,,,,,,,12,,,,,,,-2,, -$5k ,28,27.9,,,,,,,,,18,,,,,,,,12,,,,,,,-2,, -$5k ,28,27.9,,,,,,,,,18,,,,,,,,12,,,,,,,-2,, -$5k ,28,27.9,,,,,,,,,18,,,,,,,,12,,,,,,,-2,, -$5k ,28,27.9,,,,,,,,,18,,,,,,,,12,,,,,,,-2,, -$5k ,28,27.9,,,,,,,,,18,,,,,,,,12,,,,,,,-2,, -$5k ,28,27.9,,,,,,,,,18,,,,,,,,12,,,,,,,-2,, -$5k ,28,27.9,,,,,,,,,18,,,,,,,,12,,,,,,,-2,, -$5k ,28,27.9,,,,,,,,,18,,,,,,,,12,,,,,,,-2,, -$5k ,28,27.9,,,,,,,,,18,,,,,,,,12,,,,,,,-2,, -$5k ,28,27.9,,,,,,,,,18,,,,,,,,12,,,,,,,-2,, -$5k ,28,27.9,,,,,,,,,18,,,,,,,,12,,,,,,,-2,, -$5k ,28,27.9,,,,,,,,,18,,,,,,,,12,,,,,,,-2,, -$5k ,28,27.9,,,,,,,,,18,,,,,,,,12,,,,,,,-2,, -$5k ,28,27.9,,,,,,,,,18,,,,,,,,12,,,,,,,-2,, -$5k ,28,27.9,,,,,,,,,18,,,,,,,,12,,,,,,,-2,, -$5k ,28,27.9,,,,,,,,,18,,,,,,,,12,,,,,,,-2,, -$5k ,28,27.9,,,,,,,,,18,,,,,,,,12,,,,,,,-2,, -$5k ,28,27.9,,,,,,,,,18,,,,,,,,12,,,,,,,-2,, -$5k ,28,27.9,,,,,,,,,18,,,,,,,,12,,,,,,,-2,, -$5k ,28,27.9,,,,,,,,,18,,,,,,,,12,,,,,,,-2,, -$5k ,28,27.9,,,,,,,,,18,,,,,,,,12,,,,,,,-2,, -$5k ,28,27.9,,,,,,,,,18,,,,,,,,12,,,,,,,-2,, -$5k ,28,27.9,,,,,,,,,18,,,,,,,,12,,,,,,,-2,, -$5k ,28,27.9,,,,,,,,,18,,,,,,,,12,,,,,,,-2,, -$5k ,28,27.9,,,,,,,,,18,,,,,,,,12,,,,,,,-2,, -$5k ,28,27.9,,,,,,,,,18,,,,,,,,12,,,,,,,-2,
B. Walters
BRI v MEL | HOK, HLF
$436K  |  -$18k ( -$8k ), -$8k ,25,31.9,,,,,,,,,23,2,-6,,,,,,5,1,,,,,,,, -$8k ,25,31.9,,,,,,,,,23,2,-6,,,,,,5,1,,,,,,,, -$8k ,25,31.9,,,,,,,,,23,2,-6,,,,,,5,1,,,,,,,, -$8k ,25,31.9,,,,,,,,,23,2,-6,,,,,,5,1,,,,,,,, -$8k ,25,31.9,,,,,,,,,23,2,-6,,,,,,5,1,,,,,,,, -$8k ,25,31.9,,,,,,,,,23,2,-6,,,,,,5,1,,,,,,,, -$8k ,25,31.9,,,,,,,,,23,2,-6,,,,,,5,1,,,,,,,, -$8k ,25,31.9,,,,,,,,,23,2,-6,,,,,,5,1,,,,,,,, -$8k ,25,31.9,,,,,,,,,23,2,-6,,,,,,5,1,,,,,,,, -$8k ,25,31.9,,,,,,,,,23,2,-6,,,,,,5,1,,,,,,,, -$8k ,25,31.9,,,,,,,,,23,2,-6,,,,,,5,1,,,,,,,, -$8k ,25,31.9,,,,,,,,,23,2,-6,,,,,,5,1,,,,,,,, -$8k ,25,31.9,,,,,,,,,23,2,-6,,,,,,5,1,,,,,,,, -$8k ,25,31.9,,,,,,,,,23,2,-6,,,,,,5,1,,,,,,,, -$8k ,25,31.9,,,,,,,,,23,2,-6,,,,,,5,1,,,,,,,, -$8k ,25,31.9,,,,,,,,,23,2,-6,,,,,,5,1,,,,,,,, -$8k ,25,31.9,,,,,,,,,23,2,-6,,,,,,5,1,,,,,,,, -$8k ,25,31.9,,,,,,,,,23,2,-6,,,,,,5,1,,,,,,,, -$8k ,25,31.9,,,,,,,,,23,2,-6,,,,,,5,1,,,,,,,, -$8k ,25,31.9,,,,,,,,,23,2,-6,,,,,,5,1,,,,,,,, -$8k ,25,31.9,,,,,,,,,23,2,-6,,,,,,5,1,,,,,,,, -$8k ,25,31.9,,,,,,,,,23,2,-6,,,,,,5,1,,,,,,,, -$8k ,25,31.9,,,,,,,,,23,2,-6,,,,,,5,1,,,,,,,, -$8k ,25,31.9,,,,,,,,,23,2,-6,,,,,,5,1,,,,,,,, -$8k ,25,31.9,,,,,,,,,23,2,-6,,,,,,5,1,,,,,,,, -$8k ,25,31.9,,,,,,,,,23,2,-6,,,,,,5,1,,,,,,,, -$8k ,25,31.9,,,,,,,,,23,2,-6,,,,,,5,1,,,,,,,, -$8k ,25,31.9,,,,,,,,,23,2,-6,,,,,,5,1,,,,,,,, -$8k ,25,31.9,,,,,,,,,23,2,-6,,,,,,5,1,,,,,,,, -$8k ,25,31.9,,,,,,,,,23,2,-6,,,,,,5,1,,,,,,,, -$8k ,25,31.9,,,,,,,,,23,2,-6,,,,,,5,1,,,,,,,, -$8k ,25,31.9,,,,,,,,,23,2,-6,,,,,,5,1,,,,,,,, -$8k ,25,31.9,,,,,,,,,23,2,-6,,,,,,5,1,,,,,,,, -$8k ,25,31.9,,,,,,,,,23,2,-6,,,,,,5,1,,,,,,,, -$8k ,25,31.9,,,,,,,,,23,2,-6,,,,,,5,1,,,,,,,
J. Arthars
BRI v MEL | CTR, WFB
