Player,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG,name,points_last_round,avg_points,TOG,T,TS,G,FG,TA,LB,LBA,TCK,TB,MT,OFG,OFH,ER,TO,FTF,MG,KM,KD,PC,SB,SO,FDO,SAI,EFIG
W. Warbrick
MEL @ BRI | WFB
$284K  |  -$152k ( -$7k ), -$7k ,41,26.6,,8,,2,,,4,,19,2,-6,,4,,,,10,,,-2,,,,,, -$7k ,41,26.6,,8,,2,,,4,,19,2,-6,,4,,,,10,,,-2,,,,,, -$7k ,41,26.6,,8,,2,,,4,,19,2,-6,,4,,,,10,,,-2,,,,,, -$7k ,41,26.6,,8,,2,,,4,,19,2,-6,,4,,,,10,,,-2,,,,,, -$7k ,41,26.6,,8,,2,,,4,,19,2,-6,,4,,,,10,,,-2,,,,,, -$7k ,41,26.6,,8,,2,,,4,,19,2,-6,,4,,,,10,,,-2,,,,,, -$7k ,41,26.6,,8,,2,,,4,,19,2,-6,,4,,,,10,,,-2,,,,,, -$7k ,41,26.6,,8,,2,,,4,,19,2,-6,,4,,,,10,,,-2,,,,,, -$7k ,41,26.6,,8,,2,,,4,,19,2,-6,,4,,,,10,,,-2,,,,,, -$7k ,41,26.6,,8,,2,,,4,,19,2,-6,,4,,,,10,,,-2,,,,,, -$7k ,41,26.6,,8,,2,,,4,,19,2,-6,,4,,,,10,,,-2,,,,,, -$7k ,41,26.6,,8,,2,,,4,,19,2,-6,,4,,,,10,,,-2,,,,,, -$7k ,41,26.6,,8,,2,,,4,,19,2,-6,,4,,,,10,,,-2,,,,,, -$7k ,41,26.6,,8,,2,,,4,,19,2,-6,,4,,,,10,,,-2,,,,,, -$7k ,41,26.6,,8,,2,,,4,,19,2,-6,,4,,,,10,,,-2,,,,,, -$7k ,41,26.6,,8,,2,,,4,,19,2,-6,,4,,,,10,,,-2,,,,,, -$7k ,41,26.6,,8,,2,,,4,,19,2,-6,,4,,,,10,,,-2,,,,,, -$7k ,41,26.6,,8,,2,,,4,,19,2,-6,,4,,,,10,,,-2,,,,,, -$7k ,41,26.6,,8,,2,,,4,,19,2,-6,,4,,,,10,,,-2,,,,,, -$7k ,41,26.6,,8,,2,,,4,,19,2,-6,,4,,,,10,,,-2,,,,,, -$7k ,41,26.6,,8,,2,,,4,,19,2,-6,,4,,,,10,,,-2,,,,,, -$7k ,41,26.6,,8,,2,,,4,,19,2,-6,,4,,,,10,,,-2,,,,,, -$7k ,41,26.6,,8,,2,,,4,,19,2,-6,,4,,,,10,,,-2,,,,,, -$7k ,41,26.6,,8,,2,,,4,,19,2,-6,,4,,,,10,,,-2,,,,,, -$7k ,41,26.6,,8,,2,,,4,,19,2,-6,,4,,,,10,,,-2,,,,,, -$7k ,41,26.6,,8,,2,,,4,,19,2,-6,,4,,,,10,,,-2,,,,,, -$7k ,41,26.6,,8,,2,,,4,,19,2,-6,,4,,,,10,,,-2,,,,,, -$7k ,41,26.6,,8,,2,,,4,,19,2,-6,,4,,,,10,,,-2,,,,,, -$7k ,41,26.6,,8,,2,,,4,,19,2,-6,,4,,,,10,,,-2,,,,,, -$7k ,41,26.6,,8,,2,,,4,,19,2,-6,,4,,,,10,,,-2,,,,,, -$7k ,41,26.6,,8,,2,,,4,,19,2,-6,,4,,,,10,,,-2,,,,,, -$7k ,41,26.6,,8,,2,,,4,,19,2,-6,,4,,,,10,,,-2,,,,,, -$7k ,41,26.6,,8,,2,,,4,,19,2,-6,,4,,,,10,,,-2,,,,,, -$7k ,41,26.6,,8,,2,,,4,,19,2,-6,,4,,,,10,,,-2,,,,,, -$7k ,41,26.6,,8,,2,,,4,,19,2,-6,,4,,,,10,,,-2,,,,,
S. Leniu
SYD @ SOU | MID
$438K  |  $43k ( $3k ), $3k ,38,34.4,,,,,,,,,28,8,,,,-6,,,8,,,,,,,,, $3k ,38,34.4,,,,,,,,,28,8,,,,-6,,,8,,,,,,,,, $3k ,38,34.4,,,,,,,,,28,8,,,,-6,,,8,,,,,,,,, $3k ,38,34.4,,,,,,,,,28,8,,,,-6,,,8,,,,,,,,, $3k ,38,34.4,,,,,,,,,28,8,,,,-6,,,8,,,,,,,,, $3k ,38,34.4,,,,,,,,,28,8,,,,-6,,,8,,,,,,,,, $3k ,38,34.4,,,,,,,,,28,8,,,,-6,,,8,,,,,,,,, $3k ,38,34.4,,,,,,,,,28,8,,,,-6,,,8,,,,,,,,, $3k ,38,34.4,,,,,,,,,28,8,,,,-6,,,8,,,,,,,,, $3k ,38,34.4,,,,,,,,,28,8,,,,-6,,,8,,,,,,,,, $3k ,38,34.4,,,,,,,,,28,8,,,,-6,,,8,,,,,,,,, $3k ,38,34.4,,,,,,,,,28,8,,,,-6,,,8,,,,,,,,, $3k ,38,34.4,,,,,,,,,28,8,,,,-6,,,8,,,,,,,,, $3k ,38,34.4,,,,,,,,,28,8,,,,-6,,,8,,,,,,,,, $3k ,38,34.4,,,,,,,,,28,8,,,,-6,,,8,,,,,,,,, $3k ,38,34.4,,,,,,,,,28,8,,,,-6,,,8,,,,,,,,, $3k ,38,34.4,,,,,,,,,28,8,,,,-6,,,8,,,,,,,,, $3k ,38,34.4,,,,,,,,,28,8,,,,-6,,,8,,,,,,,,, $3k ,38,34.4,,,,,,,,,28,8,,,,-6,,,8,,,,,,,,, $3k ,38,34.4,,,,,,,,,28,8,,,,-6,,,8,,,,,,,,, $3k ,38,34.4,,,,,,,,,28,8,,,,-6,,,8,,,,,,,,, $3k ,38,34.4,,,,,,,,,28,8,,,,-6,,,8,,,,,,,,, $3k ,38,34.4,,,,,,,,,28,8,,,,-6,,,8,,,,,,,,, $3k ,38,34.4,,,,,,,,,28,8,,,,-6,,,8,,,,,,,,, $3k ,38,34.4,,,,,,,,,28,8,,,,-6,,,8,,,,,,,,, $3k ,38,34.4,,,,,,,,,28,8,,,,-6,,,8,,,,,,,,, $3k ,38,34.4,,,,,,,,,28,8,,,,-6,,,8,,,,,,,,, $3k ,38,34.4,,,,,,,,,28,8,,,,-6,,,8,,,,,,,,, $3k ,38,34.4,,,,,,,,,28,8,,,,-6,,,8,,,,,,,,, $3k ,38,34.4,,,,,,,,,28,8,,,,-6,,,8,,,,,,,,, $3k ,38,34.4,,,,,,,,,28,8,,,,-6,,,8,,,,,,,,, $3k ,38,34.4,,,,,,,,,28,8,,,,-6,,,8,,,,,,,,, $3k ,38,34.4,,,,,,,,,28,8,,,,-6,,,8,,,,,,,,, $3k ,38,34.4,,,,,,,,,28,8,,,,-6,,,8,,,,,,,,, $3k ,38,34.4,,,,,,,,,28,8,,,,-6,,,8,,,,,,,,
J. Suaalii
SYD @ SOU | CTR, WFB
$464K  |  -$54k ( -$26k ), -$26k ,34,34.5,,,,8,,,,,13,8,-2,,,-4,4,,8,,1,-2,,,,,, -$26k ,34,34.5,,,,8,,,,,13,8,-2,,,-4,4,,8,,1,-2,,,,,, -$26k ,34,34.5,,,,8,,,,,13,8,-2,,,-4,4,,8,,1,-2,,,,,, -$26k ,34,34.5,,,,8,,,,,13,8,-2,,,-4,4,,8,,1,-2,,,,,, -$26k ,34,34.5,,,,8,,,,,13,8,-2,,,-4,4,,8,,1,-2,,,,,, -$26k ,34,34.5,,,,8,,,,,13,8,-2,,,-4,4,,8,,1,-2,,,,,, -$26k ,34,34.5,,,,8,,,,,13,8,-2,,,-4,4,,8,,1,-2,,,,,, -$26k ,34,34.5,,,,8,,,,,13,8,-2,,,-4,4,,8,,1,-2,,,,,, -$26k ,34,34.5,,,,8,,,,,13,8,-2,,,-4,4,,8,,1,-2,,,,,, -$26k ,34,34.5,,,,8,,,,,13,8,-2,,,-4,4,,8,,1,-2,,,,,, -$26k ,34,34.5,,,,8,,,,,13,8,-2,,,-4,4,,8,,1,-2,,,,,, -$26k ,34,34.5,,,,8,,,,,13,8,-2,,,-4,4,,8,,1,-2,,,,,, -$26k ,34,34.5,,,,8,,,,,13,8,-2,,,-4,4,,8,,1,-2,,,,,, -$26k ,34,34.5,,,,8,,,,,13,8,-2,,,-4,4,,8,,1,-2,,,,,, -$26k ,34,34.5,,,,8,,,,,13,8,-2,,,-4,4,,8,,1,-2,,,,,, -$26k ,34,34.5,,,,8,,,,,13,8,-2,,,-4,4,,8,,1,-2,,,,,, -$26k ,34,34.5,,,,8,,,,,13,8,-2,,,-4,4,,8,,1,-2,,,,,, -$26k ,34,34.5,,,,8,,,,,13,8,-2,,,-4,4,,8,,1,-2,,,,,, -$26k ,34,34.5,,,,8,,,,,13,8,-2,,,-4,4,,8,,1,-2,,,,,, -$26k ,34,34.5,,,,8,,,,,13,8,-2,,,-4,4,,8,,1,-2,,,,,, -$26k ,34,34.5,,,,8,,,,,13,8,-2,,,-4,4,,8,,1,-2,,,,,, -$26k ,34,34.5,,,,8,,,,,13,8,-2,,,-4,4,,8,,1,-2,,,,,, -$26k ,34,34.5,,,,8,,,,,13,8,-2,,,-4,4,,8,,1,-2,,,,,, -$26k ,34,34.5,,,,8,,,,,13,8,-2,,,-4,4,,8,,1,-2,,,,,, -$26k ,34,34.5,,,,8,,,,,13,8,-2,,,-4,4,,8,,1,-2,,,,,, -$26k ,34,34.5,,,,8,,,,,13,8,-2,,,-4,4,,8,,1,-2,,,,,, -$26k ,34,34.5,,,,8,,,,,13,8,-2,,,-4,4,,8,,1,-2,,,,,, -$26k ,34,34.5,,,,8,,,,,13,8,-2,,,-4,4,,8,,1,-2,,,,,, -$26k ,34,34.5,,,,8,,,,,13,8,-2,,,-4,4,,8,,1,-2,,,,,, -$26k ,34,34.5,,,,8,,,,,13,8,-2,,,-4,4,,8,,1,-2,,,,,, -$26k ,34,34.5,,,,8,,,,,13,8,-2,,,-4,4,,8,,1,-2,,,,,, -$26k ,34,34.5,,,,8,,,,,13,8,-2,,,-4,4,,8,,1,-2,,,,,, -$26k ,34,34.5,,,,8,,,,,13,8,-2,,,-4,4,,8,,1,-2,,,,,, -$26k ,34,34.5,,,,8,,,,,13,8,-2,,,-4,4,,8,,1,-2,,,,,, -$26k ,34,34.5,,,,8,,,,,13,8,-2,,,-4,4,,8,,1,-2,,,,,
T. Munro
SOU v SYD | WFB
$326K  |  -$24k ( $17k ), $17k ,33,25,,8,,,,,,,2,10,-2,,,,,,17,,2,-4,,,,,, $17k ,33,25,,8,,,,,,,2,10,-2,,,,,,17,,2,-4,,,,,, $17k ,33,25,,8,,,,,,,2,10,-2,,,,,,17,,2,-4,,,,,, $17k ,33,25,,8,,,,,,,2,10,-2,,,,,,17,,2,-4,,,,,, $17k ,33,25,,8,,,,,,,2,10,-2,,,,,,17,,2,-4,,,,,, $17k ,33,25,,8,,,,,,,2,10,-2,,,,,,17,,2,-4,,,,,, $17k ,33,25,,8,,,,,,,2,10,-2,,,,,,17,,2,-4,,,,,, $17k ,33,25,,8,,,,,,,2,10,-2,,,,,,17,,2,-4,,,,,, $17k ,33,25,,8,,,,,,,2,10,-2,,,,,,17,,2,-4,,,,,, $17k ,33,25,,8,,,,,,,2,10,-2,,,,,,17,,2,-4,,,,,, $17k ,33,25,,8,,,,,,,2,10,-2,,,,,,17,,2,-4,,,,,, $17k ,33,25,,8,,,,,,,2,10,-2,,,,,,17,,2,-4,,,,,, $17k ,33,25,,8,,,,,,,2,10,-2,,,,,,17,,2,-4,,,,,, $17k ,33,25,,8,,,,,,,2,10,-2,,,,,,17,,2,-4,,,,,, $17k ,33,25,,8,,,,,,,2,10,-2,,,,,,17,,2,-4,,,,,, $17k ,33,25,,8,,,,,,,2,10,-2,,,,,,17,,2,-4,,,,,, $17k ,33,25,,8,,,,,,,2,10,-2,,,,,,17,,2,-4,,,,,, $17k ,33,25,,8,,,,,,,2,10,-2,,,,,,17,,2,-4,,,,,, $17k ,33,25,,8,,,,,,,2,10,-2,,,,,,17,,2,-4,,,,,, $17k ,33,25,,8,,,,,,,2,10,-2,,,,,,17,,2,-4,,,,,, $17k ,33,25,,8,,,,,,,2,10,-2,,,,,,17,,2,-4,,,,,, $17k ,33,25,,8,,,,,,,2,10,-2,,,,,,17,,2,-4,,,,,, $17k ,33,25,,8,,,,,,,2,10,-2,,,,,,17,,2,-4,,,,,, $17k ,33,25,,8,,,,,,,2,10,-2,,,,,,17,,2,-4,,,,,, $17k ,33,25,,8,,,,,,,2,10,-2,,,,,,17,,2,-4,,,,,, $17k ,33,25,,8,,,,,,,2,10,-2,,,,,,17,,2,-4,,,,,, $17k ,33,25,,8,,,,,,,2,10,-2,,,,,,17,,2,-4,,,,,, $17k ,33,25,,8,,,,,,,2,10,-2,,,,,,17,,2,-4,,,,,, $17k ,33,25,,8,,,,,,,2,10,-2,,,,,,17,,2,-4,,,,,, $17k ,33,25,,8,,,,,,,2,10,-2,,,,,,17,,2,-4,,,,,, $17k ,33,25,,8,,,,,,,2,10,-2,,,,,,17,,2,-4,,,,,, $17k ,33,25,,8,,,,,,,2,10,-2,,,,,,17,,2,-4,,,,,, $17k ,33,25,,8,,,,,,,2,10,-2,,,,,,17,,2,-4,,,,,, $17k ,33,25,,8,,,,,,,2,10,-2,,,,,,17,,2,-4,,,,,, $17k ,33,25,,8,,,,,,,2,10,-2,,,,,,17,,2,-4,,,,,
N. Whyte
SYD @ SOU | EDG, MID
$391K  |  -$20k ( $3k ), $3k ,32,31.1,,,,,,,,,26,,-4,,,,,,10,,,,,,,,, $3k ,32,31.1,,,,,,,,,26,,-4,,,,,,10,,,,,,,,, $3k ,32,31.1,,,,,,,,,26,,-4,,,,,,10,,,,,,,,, $3k ,32,31.1,,,,,,,,,26,,-4,,,,,,10,,,,,,,,, $3k ,32,31.1,,,,,,,,,26,,-4,,,,,,10,,,,,,,,, $3k ,32,31.1,,,,,,,,,26,,-4,,,,,,10,,,,,,,,, $3k ,32,31.1,,,,,,,,,26,,-4,,,,,,10,,,,,,,,, $3k ,32,31.1,,,,,,,,,26,,-4,,,,,,10,,,,,,,,, $3k ,32,31.1,,,,,,,,,26,,-4,,,,,,10,,,,,,,,, $3k ,32,31.1,,,,,,,,,26,,-4,,,,,,10,,,,,,,,, $3k ,32,31.1,,,,,,,,,26,,-4,,,,,,10,,,,,,,,, $3k ,32,31.1,,,,,,,,,26,,-4,,,,,,10,,,,,,,,, $3k ,32,31.1,,,,,,,,,26,,-4,,,,,,10,,,,,,,,, $3k ,32,31.1,,,,,,,,,26,,-4,,,,,,10,,,,,,,,, $3k ,32,31.1,,,,,,,,,26,,-4,,,,,,10,,,,,,,,, $3k ,32,31.1,,,,,,,,,26,,-4,,,,,,10,,,,,,,,, $3k ,32,31.1,,,,,,,,,26,,-4,,,,,,10,,,,,,,,, $3k ,32,31.1,,,,,,,,,26,,-4,,,,,,10,,,,,,,,, $3k ,32,31.1,,,,,,,,,26,,-4,,,,,,10,,,,,,,,, $3k ,32,31.1,,,,,,,,,26,,-4,,,,,,10,,,,,,,,, $3k ,32,31.1,,,,,,,,,26,,-4,,,,,,10,,,,,,,,, $3k ,32,31.1,,,,,,,,,26,,-4,,,,,,10,,,,,,,,, $3k ,32,31.1,,,,,,,,,26,,-4,,,,,,10,,,,,,,,, $3k ,32,31.1,,,,,,,,,26,,-4,,,,,,10,,,,,,,,, $3k ,32,31.1,,,,,,,,,26,,-4,,,,,,10,,,,,,,,, $3k ,32,31.1,,,,,,,,,26,,-4,,,,,,10,,,,,,,,, $3k ,32,31.1,,,,,,,,,26,,-4,,,,,,10,,,,,,,,, $3k ,32,31.1,,,,,,,,,26,,-4,,,,,,10,,,,,,,,, $3k ,32,31.1,,,,,,,,,26,,-4,,,,,,10,,,,,,,,, $3k ,32,31.1,,,,,,,,,26,,-4,,,,,,10,,,,,,,,, $3k ,32,31.1,,,,,,,,,26,,-4,,,,,,10,,,,,,,,, $3k ,32,31.1,,,,,,,,,26,,-4,,,,,,10,,,,,,,,, $3k ,32,31.1,,,,,,,,,26,,-4,,,,,,10,,,,,,,,, $3k ,32,31.1,,,,,,,,,26,,-4,,,,,,10,,,,,,,,, $3k ,32,31.1,,,,,,,,,26,,-4,,,,,,10,,,,,,,,
J. Gray
SOU v SYD | HLF, WFB
$556K  |  $326k ( -$29k ), -$29k ,32,40.8,,16,,,,,4,,5,,,,,-2,,,10,,1,-2,,,,,, -$29k ,32,40.8,,16,,,,,4,,5,,,,,-2,,,10,,1,-2,,,,,, -$29k ,32,40.8,,16,,,,,4,,5,,,,,-2,,,10,,1,-2,,,,,, -$29k ,32,40.8,,16,,,,,4,,5,,,,,-2,,,10,,1,-2,,,,,, -$29k ,32,40.8,,16,,,,,4,,5,,,,,-2,,,10,,1,-2,,,,,, -$29k ,32,40.8,,16,,,,,4,,5,,,,,-2,,,10,,1,-2,,,,,, -$29k ,32,40.8,,16,,,,,4,,5,,,,,-2,,,10,,1,-2,,,,,, -$29k ,32,40.8,,16,,,,,4,,5,,,,,-2,,,10,,1,-2,,,,,, -$29k ,32,40.8,,16,,,,,4,,5,,,,,-2,,,10,,1,-2,,,,,, -$29k ,32,40.8,,16,,,,,4,,5,,,,,-2,,,10,,1,-2,,,,,, -$29k ,32,40.8,,16,,,,,4,,5,,,,,-2,,,10,,1,-2,,,,,, -$29k ,32,40.8,,16,,,,,4,,5,,,,,-2,,,10,,1,-2,,,,,, -$29k ,32,40.8,,16,,,,,4,,5,,,,,-2,,,10,,1,-2,,,,,, -$29k ,32,40.8,,16,,,,,4,,5,,,,,-2,,,10,,1,-2,,,,,, -$29k ,32,40.8,,16,,,,,4,,5,,,,,-2,,,10,,1,-2,,,,,, -$29k ,32,40.8,,16,,,,,4,,5,,,,,-2,,,10,,1,-2,,,,,, -$29k ,32,40.8,,16,,,,,4,,5,,,,,-2,,,10,,1,-2,,,,,, -$29k ,32,40.8,,16,,,,,4,,5,,,,,-2,,,10,,1,-2,,,,,, -$29k ,32,40.8,,16,,,,,4,,5,,,,,-2,,,10,,1,-2,,,,,, -$29k ,32,40.8,,16,,,,,4,,5,,,,,-2,,,10,,1,-2,,,,,, -$29k ,32,40.8,,16,,,,,4,,5,,,,,-2,,,10,,1,-2,,,,,, -$29k ,32,40.8,,16,,,,,4,,5,,,,,-2,,,10,,1,-2,,,,,, -$29k ,32,40.8,,16,,,,,4,,5,,,,,-2,,,10,,1,-2,,,,,, -$29k ,32,40.8,,16,,,,,4,,5,,,,,-2,,,10,,1,-2,,,,,, -$29k ,32,40.8,,16,,,,,4,,5,,,,,-2,,,10,,1,-2,,,,,, -$29k ,32,40.8,,16,,,,,4,,5,,,,,-2,,,10,,1,-2,,,,,, -$29k ,32,40.8,,16,,,,,4,,5,,,,,-2,,,10,,1,-2,,,,,, -$29k ,32,40.8,,16,,,,,4,,5,,,,,-2,,,10,,1,-2,,,,,, -$29k ,32,40.8,,16,,,,,4,,5,,,,,-2,,,10,,1,-2,,,,,, -$29k ,32,40.8,,16,,,,,4,,5,,,,,-2,,,10,,1,-2,,,,,, -$29k ,32,40.8,,16,,,,,4,,5,,,,,-2,,,10,,1,-2,,,,,, -$29k ,32,40.8,,16,,,,,4,,5,,,,,-2,,,10,,1,-2,,,,,, -$29k ,32,40.8,,16,,,,,4,,5,,,,,-2,,,10,,1,-2,,,,,, -$29k ,32,40.8,,16,,,,,4,,5,,,,,-2,,,10,,1,-2,,,,,, -$29k ,32,40.8,,16,,,,,4,,5,,,,,-2,,,10,,1,-2,,,,,
S. Havili
SOU v SYD | HOK, MID
